@relation rstparser

@ATTRIBUTE n1 numeric
@ATTRIBUTE n2 numeric
@ATTRIBUTE n3 numeric
@ATTRIBUTE n4 numeric
@ATTRIBUTE n5 numeric
@ATTRIBUTE n6 numeric
@ATTRIBUTE n7 numeric
@ATTRIBUTE n8 numeric
@ATTRIBUTE n9 numeric
@ATTRIBUTE n10 numeric
@ATTRIBUTE n11 numeric
@ATTRIBUTE n12 numeric
@ATTRIBUTE n13 numeric
@ATTRIBUTE n14 numeric
@ATTRIBUTE n15 numeric
@ATTRIBUTE n16 numeric
@ATTRIBUTE n17 numeric
@ATTRIBUTE n18 numeric
@ATTRIBUTE n19 numeric
@ATTRIBUTE n20 numeric
@ATTRIBUTE n21 numeric
@ATTRIBUTE n22 numeric
@ATTRIBUTE n23 numeric
@ATTRIBUTE n24 numeric
@ATTRIBUTE n25 numeric
@ATTRIBUTE n26 numeric
@ATTRIBUTE n27 numeric
@ATTRIBUTE n28 numeric
@ATTRIBUTE n29 numeric
@ATTRIBUTE n30 numeric
@ATTRIBUTE n31 numeric
@ATTRIBUTE n32 numeric
@ATTRIBUTE n33 numeric
@ATTRIBUTE n34 numeric
@ATTRIBUTE n35 numeric
@ATTRIBUTE n36 numeric
@ATTRIBUTE n37 numeric
@ATTRIBUTE n38 numeric
@ATTRIBUTE s1 string
@ATTRIBUTE s2 string
@ATTRIBUTE s3 string
@ATTRIBUTE s4 string
@ATTRIBUTE s5 string
@ATTRIBUTE s6 string
@ATTRIBUTE s7 string
@ATTRIBUTE s8 string
@ATTRIBUTE s9 string
@ATTRIBUTE s10 string
@ATTRIBUTE s11 string
@ATTRIBUTE s12 string
@ATTRIBUTE s13 string
@ATTRIBUTE s14 string
            

@attribute class {antithesis_concession_contrast, background_circumstance, interpretation_evaluation_conclusion, evidence_justify_explanation, enablement_motivation_purpose, condition_otherwise, cause_result, attribution, comparison, elaboration, restatement, same_unit, sequence, list, summary, means, joint, solutionhood}

@data
1,1,1,15,8,1,1,0.666666666666667,0.333333333333333,1,0,14,0,1,7,0,1,0,0,193,207,2,2,0,0,0,0,0.142857142857143,0,0.142857142857143,0,0.142857142857143,0,0.142857142857143,0,0.142857142857143,0,0,noconj,aditiva,noconj,noconj,com,como,s,com,pp,s,s,pp,como,com,list
1,1,1,11,8,1,1,0.476190476190476,0.285714285714286,0.761904761904762,0,8,0,1,10,5,1,0,0,214,222,6,6,0,0,0,0.1,0.285714285714286,0.3,0.142857142857143,0,0,0.2,0,0,0.142857142857143,0,0,noconj,causal,noconj,noconj,comma,como,conjp,como,pnt,conjp,conjp,pnt,como,comma,comparison
1,1,1,19,6,2,1,0.761904761904762,0.238095238095238,1,0,14,0,2,4,0,1,0,0,214,228,5,5,0,0,0,0.0555555555555556,0.2,0.166666666666667,0.2,0,0.2,0.111111111111111,0.2,0,0,0,0,noconj,noconj,noconj,noconj,como,é,vp,é,conjp,vp,vp,conjp,é,como,antithesis_concession_contrast
1,1,1,12,17,1,1,0.423076923076923,0.576923076923077,1,0,10,0,1,14,0,1,0,0,232,242,2,2,0,0,0,0,0.125,0,0.3125,0,0,0,0.0625,0,0,0,0,condicional,noconj,noconj,noconj,amostra,há,s,há,np,vp,vp,np,há,amostra,condition_otherwise
1,1,1,7,16,1,2,0.214285714285714,0,0.571428571428571,12,0,1,0,9,0,1,0,0,295,301,7,7,0,0,0,0.333333333333333,0.2,1,0.266666666666667,0,0.0666666666666667,0.333333333333333,0.0666666666666667,0,0,0,0,noconj,explicativa,noconj,noconj,comma,que,cp,comma,pnt,cp,cp,pnt,que,comma,elaboration
1,1,1,24,2,2,1,1,0.0454545454545455,1.04545454545455,0,21,0,2,1,0,1,0,0,310,331,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,noconj,noconj,noconj,noconj,comma,dizem,s,comma,s,s,s,s,dizem,comma,attribution
1,1,1,24,19,2,1,0.555555555555556,0.444444444444444,1,0,20,0,2,16,0,1,0,0,332,352,2,2,0,0,0,0,0.222222222222222,0,0.166666666666667,0,0.0555555555555556,0,0.0555555555555556,0,0,0,0,comparativa,noconj,noconj,noconj,comma,abriram,s,comma,s,s,s,s,abriram,comma,comparison
1,1,1,21,18,1,1,0.428571428571429,0.380952380952381,0.80952380952381,8,26,1,2,16,0,1,0,0,24,42,6,6,0,0,0,0.05,0.0588235294117647,0.4,0.294117647058824,0,0.0588235294117647,0.05,0.117647058823529,0,0.117647058823529,0,0,noconj,aditiva,noconj,noconj,encontra,e,vp,encontra,vp,conjp,conjp,vp,e,encontra,list
1,1,1,10,39,1,2,0.19047619047619,0,1,0,0,0,0,34,0,1,0,0,16,24,3,3,0,0,0,0,0.0789473684210526,0,0.289473684210526,0,0.0263157894736842,0,0.0789473684210526,0,0.0526315789473684,0,0,noconj,noconj,noconj,noconj,para,elemento,s,para,pp,s,s,pp,elemento,para,attribution
1,1,1,20,14,1,1,0.280701754385965,0.228070175438596,0.508771929824561,27,43,3,4,12,0,1,0,0,85,101,8,8,0,0,0,0.0526315789473684,0,0.315789473684211,0.384615384615385,0,0,0.157894736842105,0.153846153846154,0.105263157894737,0.0769230769230769,0,0,noconj,aditiva,noconj,noconj,usos,colonizassem,np,usos,np,np,np,np,colonizassem,usos,list
1,1,1,19,34,2,2,0.263157894736842,0,0.771929824561403,13,0,1,0,28,0,1,0,0,71,85,19,19,0,0,0,0.0555555555555556,0.0909090909090909,0.722222222222222,0.303030303030303,0,0,0.222222222222222,0.0909090909090909,0.111111111111111,0.0606060606060606,0,0,noconj,noconj,noconj,noconj,plantas,nul,napostrophe,plantas,n,n,n,n,nul,plantas,same_unit
1,1,1,19,53,1,4,0.228070175438596,0,1,0,0,0,0,42,0,1,0,0,58,71,7,7,0,0,0,0,0.0769230769230769,0.277777777777778,0.365384615384615,0,0,0.166666666666667,0.0769230769230769,0.0555555555555556,0.0576923076923077,0,0,noconj,noconj,noconj,noconj,comma,raízes,np,raízes,pnt,n,n,pnt,raízes,comma,attribution
1,1,1,4,40,1,2,0.0833333333333333,0,1,0,0,0,0,33,0,1,0,0,113,116,2,2,0,0,0,0,0.128205128205128,0,0.256410256410256,0,0.0512820512820513,0,0.102564102564103,0,0.102564102564103,0,0,conformativa,noconj,noconj,noconj,segundo,foram,s,segundo,pp,s,s,pp,foram,segundo,attribution
1,1,1,7,5,1,1,0.466666666666667,0.266666666666667,0.733333333333333,4,11,1,2,4,0,1,0,0,175,182,14,14,0,0,0,0.5,0.5,0.166666666666667,0,0,0,0,0,0.166666666666667,0.25,0,0,noconj,alternativa,noconj,noconj,morra,consiga,vp,morra,v,vp,vp,v,consiga,morra,antithesis_concession_contrast
1,1,1,5,12,1,2,0.266666666666667,0,1,0,0,0,0,11,0,1,0,0,171,175,2,2,0,0,0,0,0.363636363636364,0,0,0,0,0,0,0,0.0909090909090909,0,0,temporal,noconj,noconj,noconj,comma,reproduzir,s,comma,s,s,s,s,reproduzir,comma,background_circumstance
1,1,1,15,8,1,1,0.611111111111111,0.388888888888889,1,0,11,0,1,7,0,1,0,0,219,230,13,13,0,0,0,0.0714285714285714,0.285714285714286,0.285714285714286,0.285714285714286,0.0714285714285714,0,0.0714285714285714,0,0,0,0,0,noconj,explicativa,noconj,noconj,comma,que,cp,comma,pnt,cp,cp,pnt,que,comma,elaboration
1,1,1,33,6,1,1,0.878787878787879,0.121212121212121,1,0,28,0,1,3,0,1,0,0,269,297,5,5,0,0,0,0.03125,0.2,0.03125,0.2,0,0.2,0,0.2,0,0,0,0,noconj,noconj,noconj,noconj,grupo,_,s,_,np,vp,vp,np,_,grupo,elaboration
1,1,1,12,28,1,1,0.25,0.75,1,0,8,0,1,23,0,1,0,0,300,308,8,8,0,0,0,0,0.111111111111111,0,0.259259259259259,0.0909090909090909,0.0740740740740741,0,0.111111111111111,0,0.0740740740740741,0,0,noconj,noconj,noconj,noconj,:,há,s,há,cp,vp,vp,cp,há,:,interpretation_evaluation_conclusion
1,1,1,5,29,1,1,0.117647058823529,0.735294117647059,0.852941176470588,0,4,0,1,30,6,1,0,0,381,385,4,4,0,0,0,0,0.142857142857143,0,0.25,0,0.142857142857143,0,0,0,0.0357142857142857,0,0,noconj,noconj,noconj,noconj,para,compilaram,s,para,pp,s,s,pp,compilaram,para,enablement_motivation_purpose
1,1,1,34,6,2,1,0.852941176470588,0.147058823529412,1,0,29,0,2,5,0,1,0,0,381,410,5,5,0,0,0,0.151515151515152,0.4,0.242424242424242,0,0.121212121212121,0,0,0.2,0.0303030303030303,0.2,0,0,noconj,aditiva,noconj,noconj,comma,e,conjp,e,pnt,conjp,conjp,pnt,e,comma,cause_result
1,1,1,12,10,1,1,0.3125,0.3125,0.625,0,9,0,1,22,13,1,0,0,444,453,8,8,0,0,0,0.0909090909090909,0.222222222222222,0.272727272727273,0,0.0909090909090909,0.333333333333333,0,0.111111111111111,0,0.222222222222222,0,0,noconj,temporal,noconj,noconj,comma,enquanto,conjp,enquanto,pnt,conjp,conjp,pnt,enquanto,comma,antithesis_concession_contrast
1,1,1,22,14,2,1,0.625,0.375,1,0,19,0,2,12,0,1,0,0,444,463,4,4,0,0,0,0.142857142857143,0.307692307692308,0.142857142857143,0.153846153846154,0.19047619047619,0,0.0476190476190476,0.0769230769230769,0.0952380952380952,0,0,0,noconj,noconj,noconj,noconj,ratos-toupeira,_,vp,ratos-toupeira,v,vp,vp,v,_,ratos-toupeira,interpretation_evaluation_conclusion
1,1,1,4,12,1,1,0.214285714285714,0.785714285714286,1,0,3,0,1,10,0,1,0,0,493,496,2,2,0,0,0,0,0.181818181818182,0,0.363636363636364,0,0,0,0.0909090909090909,0,0,0,0,noconj,noconj,noconj,noconj,para,é,s,para,pp,s,s,pp,é,para,attribution
1,1,1,13,8,1,1,0.354838709677419,0.225806451612903,0.580645161290323,13,23,1,2,7,0,1,0,0,14,24,14,14,0,0,0,0.416666666666667,0,0.916666666666667,0.428571428571429,0,0,0.0833333333333333,0,0,0,0,0,explicativa,noconj,noconj,noconj,comma,com,pp,com,pnt,pp,pp,pnt,com,comma,enablement_motivation_purpose
1,1,1,17,21,1,2,0.419354838709677,0,1,0,0,0,0,17,0,1,0,0,0,14,9,9,0,0,0,0.0625,0.2,0.4375,0.3,0,0,0,0,0,0,0,0,noconj,explicativa,noconj,noconj,contato,que,napostrophe,contato,napostrophe,cp,cp,napostrophe,que,contato,elaboration
1,1,1,13,10,1,1,0.631578947368421,0.368421052631579,1,0,12,0,1,5,0,1,0,0,31,43,8,8,0,0,0,0.25,0.111111111111111,0.416666666666667,0.333333333333333,0,0,0,0,0,0,0,0,noconj,explicativa,noconj,noconj,comma,que,cp,comma,pnt,cp,cp,pnt,que,comma,elaboration
1,1,1,7,13,1,1,0.388888888888889,0.611111111111111,1,0,7,0,1,11,0,1,0,0,48,55,7,7,0,0,0,0.333333333333333,0.166666666666667,0.5,0.333333333333333,0,0,0,0,0,0.0833333333333333,0,0,noconj,noconj,noconj,noconj,testes,para,napostrophe,testes,n,pp,pp,n,para,testes,enablement_motivation_purpose
1,1,1,8,16,2,1,0.214285714285714,0.392857142857143,0.607142857142857,0,6,0,2,21,11,1,0,0,0,7,7,7,0,0,0,0,0.0666666666666667,0.857142857142857,0.333333333333333,0,0.0666666666666667,0,0,0,0,0,0,noconj,noconj,noconj,noconj,dem-ba,nul,),dem-ba,n,n,n,n,nul,dem-ba,same_unit
1,1,1,24,13,3,1,0.607142857142857,0.392857142857143,1,0,17,0,3,10,0,1,0,0,0,18,4,4,0,0,0,0.0434782608695652,0,0.521739130434783,0.5,0.0434782608695652,0,0,0.0833333333333333,0,0,0,0,noconj,noconj,noconj,noconj,comma,em,pp,em,pnt,pp,pp,pnt,em,comma,cause_result
1,1,1,13,7,2,1,0.285714285714286,0.142857142857143,0.428571428571429,0,8,0,2,19,16,1,0,0,28,36,17,17,0,0,0,0.166666666666667,0,0.25,0.333333333333333,0.0833333333333333,0,0.166666666666667,0,0,0,0,0,noconj,noconj,noconj,noconj,comma,de_,pp,de_,pnt,pp,pp,pnt,de_,comma,same_unit
1,1,1,20,7,3,1,0.428571428571429,0.214285714285714,0.642857142857143,0,12,0,3,15,11,1,0,0,28,40,8,8,0,0,0,0.105263157894737,0,0,0.333333333333333,0.0526315789473684,0,0,0,0,0,0,0,noconj,noconj,noconj,noconj,incor-sp,desde,pp,em_,np,pp,pp,np,desde,incor-sp,background_circumstance
1,1,1,3,8,1,1,0.107142857142857,0.25,0.357142857142857,17,20,4,5,7,0,1,0,0,45,48,10,10,0,0,0,1.5,0,4,0.285714285714286,0.5,0,1,0.285714285714286,0.5,0.142857142857143,0,0,temporal,noconj,noconj,noconj,entrada,para,napostrophe,entrada,n,pp,pp,n,para,entrada,enablement_motivation_purpose
1,1,1,27,11,4,2,0.642857142857143,0,1,0,0,0,0,10,0,1,0,0,28,45,5,5,0,0,0,0.0769230769230769,0.1,0.269230769230769,0.3,0.0384615384615385,0,0.0769230769230769,0.2,0,0.2,0,0,noconj,temporal,noconj,noconj,comma,quando,s,comma,pnt,s,s,pnt,quando,comma,evidence_justify_explanation
1,1,1,3,9,1,1,0.0740740740740741,0.296296296296296,0.37037037037037,0,2,0,1,25,18,1,0,0,0,159,4,4,0,0,0,0,0.125,0.5,0.375,0,0,0,0,0,0,0,0,noconj,explicativa,noconj,noconj,comma,que,cp,comma,pnt,cp,cp,pnt,que,comma,elaboration
1,1,1,12,20,2,1,0.37037037037037,0.62962962962963,1,0,10,0,2,17,0,1,0,0,157,167,2,2,0,0,0,0,0.105263157894737,0,0.578947368421053,0,0,0,0,0,0.105263157894737,0,0,noconj,noconj,noconj,noconj,senador,deixa,s,deixa,np,vp,vp,np,deixa,senador,same_unit
1,1,1,5,12,1,1,0.15625,0.34375,0.5,16,21,2,3,11,0,1,0,0,217,222,8,8,0,0,0,1,0.0909090909090909,1.5,0.181818181818182,0,0,0,0.0909090909090909,0.25,0.0909090909090909,0,0,temporal,noconj,noconj,noconj,internado,para,vp,internado,v,pp,pp,v,para,internado,enablement_motivation_purpose
1,1,1,5,17,1,2,0.125,0,0.625,12,0,1,0,16,0,1,0,0,213,217,4,4,0,0,0,0.5,0.1875,1.25,0.1875,0,0,0,0.0625,0,0.125,0,0,noconj,temporal,noconj,noconj,comma,quando,conjp,quando,pnt,conjp,conjp,pnt,quando,comma,background_circumstance
1,1,1,15,22,1,3,0.375,0,1,0,0,0,0,20,0,1,0,0,201,213,6,6,0,0,0,0.0714285714285714,0.142857142857143,0.214285714285714,0.19047619047619,0,0,0,0.0476190476190476,0,0.0952380952380952,0,0,noconj,noconj,noconj,noconj,complicar,de,vp,complicar,vp,pp,pp,vp,de,complicar,evidence_justify_explanation
1,1,1,3,11,1,1,0.166666666666667,0.833333333333333,1,0,2,0,1,10,0,1,0,0,233,235,4,4,0,0,0,0.5,0.2,0,0.4,0.5,0,0,0,0,0,0,0,noconj,noconj,noconj,noconj,comma,vinha,s,comma,pnt,s,s,pnt,vinha,comma,background_circumstance
1,1,1,14,11,1,1,0.526315789473684,0.473684210526316,1,0,10,0,1,9,0,1,0,0,256,266,4,4,0,0,0,0,0.2,0.153846153846154,0.2,0,0,0.0769230769230769,0,0,0.1,0,0,noconj,aditiva,noconj,noconj,sentiu,e,vp,sentiu,vp,conjp,conjp,vp,e,sentiu,cause_result
1,1,1,10,10,1,1,0.5,0.5,1,0,8,0,1,8,0,1,0,0,287,295,7,7,0,0,0,0.111111111111111,0.111111111111111,0.555555555555556,0.333333333333333,0,0,0.111111111111111,0,0,0,0,0,noconj,noconj,noconj,noconj,comma,em,pp,em,pnt,pp,pp,pnt,em,comma,cause_result
1,1,1,24,4,2,1,0.620689655172414,0.0689655172413793,0.689655172413793,8,26,1,3,2,0,1,0,0,9,27,22,22,0,0,0,0.0869565217391304,0,0.652173913043478,0.333333333333333,0.0434782608695652,0,0,0,0,0,0,0,noconj,noconj,noconj,noconj,ccjp,nul,),ccjp,n,n,n,n,nul,ccjp,same_unit
1,1,1,7,28,1,3,0.206896551724138,0,0.896551724137931,2,0,0,0,20,0,1,0,0,3,9,4,4,0,0,0,0.166666666666667,0.037037037037037,0.833333333333333,0.444444444444444,0.166666666666667,0,0,0,0,0,0,0,noconj,noconj,noconj,noconj,comma,terminou,s,comma,pnt,s,s,pnt,terminou,comma,background_circumstance
1,1,1,15,12,1,1,0.40625,0.3125,0.71875,0,13,0,1,18,9,1,0,0,29,42,5,5,0,0,0,0.142857142857143,0.0909090909090909,0.285714285714286,0.454545454545455,0.0714285714285714,0,0.0714285714285714,0,0.0714285714285714,0,0,0,temporal,noconj,noconj,noconj,comma,entrou,s,comma,pnt,s,s,pnt,entrou,comma,sequence
1,1,1,27,10,2,2,0.71875,0,1,0,0,0,0,8,0,1,0,0,29,52,7,7,0,0,0,0.0769230769230769,0.222222222222222,0.307692307692308,0.333333333333333,0.0384615384615385,0,0.0384615384615385,0,0.0384615384615385,0.111111111111111,0,0,temporal,aditiva,noconj,noconj,entrou,e,vp,entrou,vp,conjp,conjp,vp,e,entrou,sequence
1,1,1,4,8,1,1,0.363636363636364,0.636363636363636,1,0,4,0,1,7,0,1,0,0,60,64,4,4,0,0,0,0.333333333333333,0.142857142857143,0,0.428571428571429,0,0,0.666666666666667,0,0,0.142857142857143,0,0,noconj,aditiva,noconj,noconj,demaiados,foram,ap,foram,a,vp,vp,a,foram,demaiados,cause_result
1,1,1,24,8,2,1,0.606060606060606,0.181818181818182,0.787878787878788,7,25,1,3,6,0,1,0,0,83,101,11,11,0,0,0,0.130434782608696,0,0.608695652173913,0.428571428571429,0.0434782608695652,0,0,0,0,0,0,0,temporal,noconj,noconj,noconj,-,conversou,napostrophe,rebelião,n,n,n,n,conversou,-,same_unit
1,1,1,8,32,1,3,0.212121212121212,0,1,0,0,0,0,24,0,1,0,0,76,83,4,4,0,0,0,0,0.0645161290322581,0.285714285714286,0.451612903225806,0,0.032258064516129,0,0,0,0,0,0,noconj,temporal,noconj,noconj,entrou,depois,vapostrophe,entrou,vapostrophe,adv,adv,vapostrophe,depois,entrou,cause_result
1,1,1,10,4,1,1,0.333333333333333,0.1,0.433333333333333,9,19,2,3,11,9,1,0,0,116,126,23,23,0,0,0,0.444444444444444,0,0.555555555555556,0.333333333333333,0.222222222222222,0.333333333333333,0,0,0,0,0,0,noconj,noconj,noconj,noconj,torturados,de_,vp,torturados,v,pp,pp,v,de_,torturados,background_circumstance
1,1,1,14,9,2,1,0.433333333333333,0.266666666666667,0.7,9,22,2,4,8,0,1,0,0,116,129,10,10,0,0,0,0.0769230769230769,0.25,0.230769230769231,0.25,0,0,0,0,0,0.125,0,0,noconj,aditiva,noconj,noconj,onde,e,cp,onde,cp,cp,cp,cp,e,onde,list
1,1,1,7,23,1,3,0.233333333333333,0,0.933333333333333,2,0,1,0,21,0,1,0,0,109,116,9,9,0,0,0,0.166666666666667,0.227272727272727,0.5,0.227272727272727,0,0.136363636363636,0,0,0,0.0454545454545455,0,0,noconj,noconj,noconj,noconj,compromisso,onde,napostrophe,compromisso,n,cp,cp,n,onde,compromisso,elaboration
1,1,1,3,30,1,4,0.0666666666666667,0,1,0,0,0,0,28,0,1,0,0,107,109,2,2,0,0,0,0,0.206896551724138,0,0.275862068965517,0,0.103448275862069,0,0,0,0.0344827586206897,0,0,conformativa,noconj,noconj,noconj,segundo,assinou,s,segundo,pp,s,s,pp,assinou,segundo,attribution
1,1,1,6,7,1,1,0.285714285714286,0.238095238095238,0.523809523809524,10,16,1,2,5,0,1,0,0,146,152,10,10,0,0,0,0.4,0.166666666666667,1.2,0.333333333333333,0,0,0.6,0,0.2,0,0,0,noconj,explicativa,noconj,noconj,agentes,que,napostrophe,agentes,n,cp,cp,n,que,agentes,elaboration
1,1,1,11,13,1,2,0.476190476190476,0,1,0,0,0,0,11,0,1,0,0,137,146,3,3,0,0,0,0.1,0.166666666666667,0.4,0.333333333333333,0,0,0.3,0,0.1,0,0,0,noconj,noconj,noconj,noconj,comma,sem,pp,sem,pnt,pp,pp,pnt,sem,comma,evidence_justify_explanation
1,1,1,4,11,1,1,0.130434782608696,0.478260869565217,0.608695652173913,0,3,0,1,17,8,1,0,0,157,160,4,4,0,0,0,0.333333333333333,0.1,0.333333333333333,0.3,0,0,0,0,0,0.1,0,0,noconj,noconj,noconj,noconj,comma,acertando,s,comma,pnt,s,s,pnt,acertando,comma,elaboration
1,1,1,15,11,2,1,0.608695652173913,0.391304347826087,1,0,13,0,2,7,0,1,0,0,157,170,12,12,0,0,0,0.142857142857143,0.1,0.285714285714286,0.5,0,0,0,0.1,0.0714285714285714,0,0,0,noconj,noconj,noconj,noconj,outro,-,np,-,art,n,n,art,-,outro,attribution
1,1,1,7,10,1,1,0.466666666666667,0.533333333333333,1,0,7,0,1,8,0,1,0,0,177,184,7,7,0,0,0,0.333333333333333,0.111111111111111,0.5,0.333333333333333,0,0,0,0,0,0.111111111111111,0,0,noconj,noconj,noconj,noconj,sindicância,para,napostrophe,sindicância,n,pp,pp,n,para,sindicância,enablement_motivation_purpose
1,1,1,6,7,1,1,0.454545454545455,0.545454545454545,1,0,5,0,1,6,0,1,0,0,225,230,4,4,0,0,0,0.2,0.166666666666667,0.4,0.166666666666667,0,0.166666666666667,0.2,0,0,0.166666666666667,0,0,noconj,adversativa,noconj,noconj,comma,mas,conjp,mas,pnt,conjp,conjp,pnt,mas,comma,antithesis_concession_contrast
1,1,1,4,7,1,1,0.19047619047619,0.285714285714286,0.476190476190476,11,15,1,2,6,0,1,0,0,247,251,5,5,0,0,0,0,0.166666666666667,1.66666666666667,0.333333333333333,0,0,0.333333333333333,0,0,0,0,0,aditiva,noconj,noconj,noconj,quebraram,para,vp,quebraram,vp,pp,pp,vp,para,quebraram,enablement_motivation_purpose
1,1,1,15,11,1,2,0.523809523809524,0,1,0,0,0,0,10,0,1,0,0,236,247,7,7,0,0,0,0.0714285714285714,0.2,0.357142857142857,0.3,0,0,0.142857142857143,0,0,0.1,0,0,noconj,aditiva,noconj,noconj,objetos,fizeram,ap,fizeram,a,vp,vp,a,fizeram,objetos,list
1,1,1,14,15,2,2,0.282051282051282,0.230769230769231,0.512820512820513,0,11,0,2,28,19,1,0,0,0,12,15,15,0,0,0,0,0,0.538461538461538,0.571428571428571,0,0,0,0,0,0,0.166666666666667,0.142857142857143,noconj,noconj,noconj,noconj,pmdb-al,nul,),nul,n,n,n,n,nul,pmdb-al,same_unit
1,1,1,29,9,4,2,0.512820512820513,0.128205128205128,0.641025641025641,0,20,0,4,19,14,1,0,0,0,21,4,4,0,0,0,0,0.375,0.392857142857143,0.125,0,0,0,0.125,0,0,0.2,0.5,noconj,noconj,noconj,noconj,nul,nul,np,nul,np,s,s,np,nul,nul,same_unit
1,1,1,38,3,6,1,0.641025641025641,0.111111111111111,0.692307692307692,0,2,0,0,14,14,1,0,0,0,26,8,8,0,0,0,0.0810810810810811,0,0.459459459459459,0.5,0,0,0.027027027027027,0,0,0,0,0,noconj,noconj,noconj,noconj,paralisação,nul,napostrophe,nul,a,napostrophe,napostrophe,a,nul,paralisação,same_unit
1,1,1,41,17,7,1,0.692307692307692,0.307692307692308,1,0,27,0,7,12,0,1,0,0,0,28,11,11,0,0,0,0.075,0,0.475,0.3125,0,0,0.025,0.0625,0,0,0,0,noconj,noconj,noconj,noconj,investigações,nul,napostrophe,nul,n,pp,pp,n,nul,investigações,antithesis_concession_contrast
1,1,1,25,24,2,2,0.454545454545455,0.409090909090909,0.863636363636364,0,20,0,2,24,6,1,0,0,40,60,19,19,0,0,0,0.0833333333333333,0.0869565217391304,0.375,0.521739130434783,0.0833333333333333,0,0.0833333333333333,0,0.0416666666666667,0,0.0714285714285714,0.0769230769230769,noconj,noconj,noconj,noconj,-,espere,napostrophe,representação,n,n,n,n,espere,-,same_unit
1,1,1,49,3,4,1,0.863636363636364,0.0454545454545455,0.909090909090909,0,38,0,5,6,5,1,0,0,40,78,8,8,0,0,0,0.0416666666666667,0,0.104166666666667,0.5,0.0208333333333333,0,0.0208333333333333,0,0,0,0,0,noconj,noconj,noconj,noconj,ou,em_,vp,renan,conjp,pp,pp,conjp,em_,ou,same_unit
1,1,1,52,5,5,1,0.909090909090909,0.0909090909090909,1,0,40,0,6,4,0,1,0,0,40,80,11,11,0,0,0,0.0784313725490196,0.25,0.431372549019608,0.25,0.0392156862745098,0,0.0392156862745098,0,0.0196078431372549,0,0,0,noconj,explicativa,noconj,noconj,acusações,que,napostrophe,acusações,n,cp,cp,n,que,acusações,elaboration
1,1,1,25,19,2,1,0.555555555555556,0.444444444444444,1,0,20,0,2,16,0,1,0,0,84,104,5,5,0,0,0,0.0416666666666667,0.111111111111111,0.0416666666666667,0.333333333333333,0,0,0.0416666666666667,0,0,0,0,0,noconj,noconj,noconj,noconj,relator,decidiu,s,decidiu,np,vp,vp,np,decidiu,relator,same_unit
1,1,1,13,9,1,1,0.458333333333333,0.291666666666667,0.75,0,11,0,1,12,7,1,0,0,120,131,10,10,0,0,0,0.166666666666667,0.125,0.416666666666667,0.375,0.0833333333333333,0,0,0,0,0.125,0,0,noconj,adversativa,noconj,noconj,comma,mas,conjp,mas,pnt,conjp,conjp,pnt,mas,comma,antithesis_concession_contrast
1,1,1,22,8,2,1,0.75,0.25,1,0,17,0,2,6,0,1,0,0,120,137,21,21,0,0,0,0.142857142857143,0,0.380952380952381,0.428571428571429,0.0476190476190476,0,0,0,0.0476190476190476,0,0,0,noconj,noconj,noconj,noconj,sobrestamento,para,napostrophe,sobrestamento,n,pp,pp,n,para,sobrestamento,enablement_motivation_purpose
1,1,1,11,8,1,1,0.588235294117647,0.352941176470588,0.941176470588235,0,10,0,1,6,2,1,0,0,152,162,5,5,0,0,0,0.1,0.142857142857143,0.3,0.142857142857143,0.2,0.142857142857143,0.1,0.285714285714286,0,0,0,0,concessiva,noconj,noconj,noconj,comma,é,s,comma,pnt,s,s,pnt,é,comma,antithesis_concession_contrast
1,1,1,5,8,1,1,0.277777777777778,0.388888888888889,0.666666666666667,0,5,0,1,13,7,1,0,0,168,173,3,3,0,0,0,0,0.142857142857143,0.25,0.428571428571429,0,0,0,0,0,0,0,0,noconj,noconj,noconj,noconj,reúne,para,vp,reúne,vapostrophe,pp,pp,vapostrophe,para,reúne,enablement_motivation_purpose
1,1,1,13,7,2,1,0.666666666666667,0.333333333333333,1,0,12,0,2,6,0,1,0,0,168,180,11,11,0,0,0,0.166666666666667,0,0.333333333333333,0.333333333333333,0.0833333333333333,0,0,0,0,0,0,0,noconj,noconj,noconj,noconj,comma,com,pp,com,pnt,pp,pp,pnt,com,comma,same_unit
1,1,1,10,15,1,1,0.210526315789474,0.315789473684211,0.526315789473684,0,7,0,1,30,19,1,0,0,186,193,8,8,0,0,0,0.333333333333333,0.0714285714285714,0.222222222222222,0.428571428571429,0,0.0714285714285714,0,0,0,0,0,0,noconj,noconj,noconj,noconj,trabalhar,para,vp,trabalhar,v,pp,pp,v,para,trabalhar,enablement_motivation_purpose
1,1,1,25,22,2,1,0.526315789473684,0.473684210526316,1,0,19,0,2,18,0,1,0,0,186,205,4,4,0,0,0,0.166666666666667,0.0952380952380952,0.291666666666667,0.333333333333333,0,0.0476190476190476,0,0,0,0.0476190476190476,0,0,noconj,causal,noconj,noconj,junto,como,s,junto,advp,s,s,advp,como,junto,cause_result
1,1,1,11,14,1,1,0.421052631578947,0.578947368421053,1,0,8,0,1,11,0,1,0,0,223,231,5,5,0,0,0,0.1,0.0769230769230769,0.1,0.384615384615385,0.3,0,0,0,0,0.0769230769230769,0,0,noconj,condicional,noconj,noconj,retomar,se,vp,retomar,vp,conjp,conjp,vp,se,retomar,condition_otherwise
